Date,Rot,VH,Team,1st,2nd,3rd,Final,Open,Close,PL,PLOdds,OpenOU,OpenOdds,CloseOU,CloseOdds
1126,64,H,Columbus,1,1,2,4,-125,-136,-1.5,175,5.5,100,5.5,105
1126,65,V,Montreal,1,0,0,1,-110,-115,-1.5,220,5.5,-120,6,-110
1126,66,H,Buffalo,1,2,1,4,-110,105,1.5,-250,5.5,100,6,-110
1126,67,V,Colorado,0,0,1,1,-140,-126,-1.5,185,6,-105,5.5,-115
1126,68,H,Dallas,2,1,0,3,120,116,1.5,-210,6,-115,5.5,-105
1126,69,V,Pittsburgh,0,1,0,1,-160,-152,-1.5,160,5.5,100,5.5,100
1126,70,H,NYIslanders,0,0,0,0,135,137,1.5,-180,5.5,-120,5.5,-120
1126,71,V,Toronto,2,2,0,4,-160,-142,-1.5,165,6,-110,6,-110
1126,72,H,SanJose,1,0,0,1,135,131,1.5,-185,6,-110,6,-110
1127,1,V,SeattleKraken,2,0,2,4,170,175,1.5,-130,6,-115,6,-105
1127,2,H,Florida,1,0,0,1,-200,-210,-1.5,110,6,-105,6,-115
1127,3,V,Edmonton,2,1,0,3,100,120,1.5,-200,6,-120,6.5,-105
1127,4,H,Vegas,0,1,1,2,-120,-140,-1.5,170,6,100,6.5,-115
1127,5,V,Buffalo,0,1,1,2,155,167,1.5,-150,6,100,5.5,-120
1127,6,H,Detroit,0,2,0,3,-175,-192,-1.5,130,6,-120,5.5,100
1127,7,V,Ottawa,1,1,0,2,185,167,1.5,-145,5.5,-115,5.5,-125
1127,8,H,LosAngeles,1,2,1,4,-225,-192,-1.5,125,5.5,-105,5.5,105
1127,9,V,Montreal,0,1,5,6,170,190,1.5,-130,5.5,-120,5.5,-125
1127,10,H,Pittsburgh,0,0,3,3,-200,-230,-1.5,110,5.5,100,5.5,105
1127,11,V,Columbus,1,0,2,3,145,155,1.5,-155,6,100,6,-125
1127,12,H,St.Louis,0,3,3,6,-165,-175,-1.5,135,6,-120,6,105
1127,13,V,Dallas,2,1,0,3,-200,-180,-1.5,140,5.5,100,5.5,100
1127,14,H,Arizona,1,1,0,2,170,160,1.5,-160,5.5,-120,5.5,-120
1127,15,V,Nashville,0,1,1,2,175,175,1.5,-135,6,-120,6,-120
1127,16,H,Colorado,2,1,3,6,-210,-210,-1.5,115,6,100,6,100
1127,17,V,Winnipeg,1,1,2,4,145,165,1.5,-155,5.5,-120,5.5,-105
1127,18,H,Calgary,2,0,0,2,-165,-185,-1.5,135,5.5,100,5.5,-115
1128,19,V,Washington,0,2,2,4,135,135,1.5,-180,5.5,-120,5.5,-120
1128,20,H,Carolina,0,0,2,2,-155,-155,-1.5,160,5.5,100,5.5,100
1128,21,V,TampaBay,1,1,0,2,-110,-105,1.5,-260,5.5,-105,5.5,-105
1128,22,H,Minnesota,2,0,2,4,-110,-115,-1.5,215,5.5,-115,5.5,-115
1128,25,V,SanJose,0,1,1,2,100,105,1.5,-230,5.5,-115,5.5,-115
1128,26,H,Chicago,0,0,0,0,-120,-125,-1.5,190,5.5,-105,5.5,-105
1128,27,V,Philadelphia,1,0,1,2,120,115,1.5,-210,5.5,-120,6,100
1128,28,H,NewJersey,1,1,3,5,-140,-135,-1.5,175,5.5,100,6,-120
1128,29,V,Vancouver,1,1,0,2,195,235,1.5,-105,5.5,-115,5.5,-125
1128,30,H,Boston,1,0,2,3,-235,-290,-1.5,-115,5.5,-105,5.5,105
1128,31,V,Toronto,0,2,3,5,-160,-180,-1.5,145,5.5,-110,5.5,100
1128,32,H,Anaheim,0,0,1,1,140,160,1.5,-165,5.5,-110,5.5,-120
1129,33,V,SeattleKraken,3,2,2,7,-145,-134,-1.5,195,5.5,-120,5.5,110
1129,34,H,Buffalo,0,2,2,4,125,124,1.5,-220,5.5,100,5.5,-130
1129,35,V,Arizona,0,1,0,1,245,260,1.5,105,6,100,5.5,-120
1129,36,H,Winnipeg,0,0,0,0,-305,-300,-1.5,-125,6,-120,5.5,100
1129,37,V,Vancouver,1,1,0,2,105,110,1.5,-220,6,100,5.5,-120
1129,38,H,Montreal,1,0,0,1,-125,-120,-1.5,195,6,-120,5.5,100
1129,39,V,Pittsburgh,0,0,1,1,125,130,1.5,-190,5.5,-125,5.5,105
1129,40,H,Calgary,0,1,0,2,-145,-140,-1.5,170,5.5,105,5.5,-125
1130,41,V,Washington,2,2,0,4,115,120,1.5,-200,6,-110,6,-110
1130,42,H,Florida,1,0,4,5,-135,-130,-1.5,175,6,-110,6,-110
1130,43,V,Detroit,0,1,1,2,205,190,1.5,-130,5.5,-110,5.5,100
1130,44,H,Boston,0,0,1,1,-255,-210,-1.5,110,5.5,-110,5.5,-120
1130,47,V,SanJose,1,3,1,5,100,132,1.5,-185,5.5,-110,5.5,-125
1130,48,H,NewJersey,0,0,2,2,-120,-145,-1.5,165,5.5,-110,5.5,105
1130,49,V,Columbus,0,0,0,0,125,135,1.5,-180,5.5,-115,5.5,-105
1130,50,H,Nashville,3,2,1,6,-145,-150,-1.5,160,5.5,-105,5.5,-115
1130,51,V,TampaBay,3,0,0,3,-110,137,1.5,-200,5.5,-115,5.5,-120
1130,52,H,St.Louis,0,2,1,4,-110,-152,-1.5,175,5.5,-105,5.5,100
1130,53,V,Arizona,1,0,1,2,280,300,1.5,120,6,100,5.5,-125
1130,54,H,Minnesota,1,3,1,5,-350,-350,-1.5,-140,6,-120,5.5,105
1130,55,V,Carolina,0,0,1,1,-115,-104,1.5,-270,5.5,100,5.5,-105
1130,56,H,Dallas,1,1,2,4,-105,-106,-1.5,235,5.5,-120,5.5,-115
1130,57,V,Anaheim,0,2,2,5,110,115,1.5,-230,5.5,-110,5.5,110
1130,58,H,LosAngeles,0,1,3,4,-130,-125,-1.5,200,5.5,-110,5.5,-130
1201,59,V,Philadelphia,0,1,0,1,140,160,1.5,-155,6,-105,6,100
1201,60,H,NYRangers,2,1,1,4,-165,-180,-1.5,135,6,-115,6,-120
1201,61,V,Colorado,1,1,1,3,105,124,1.5,-205,6,100,6,-105
1201,62,H,Toronto,3,2,3,8,-125,-134,-1.5,180,6,-120,6,-115
1201,63,V,SeattleKraken,0,2,1,3,110,-102,1.5,-260,5.5,-120,5.5,105
1201,64,H,Detroit,0,2,1,4,-130,-108,-1.5,230,5.5,100,5.5,-125
1201,65,V,Vancouver,1,2,3,6,-120,-120,-1.5,200,5.5,-110,5.5,-115
1201,66,H,Ottawa,1,0,1,2,100,110,1.5,-230,5.5,-110,5.5,-105
1201,67,V,Vegas,0,2,3,5,-145,-159,-1.5,160,5.5,-110,5.5,-120
1201,68,H,Anaheim,0,4,2,6,125,144,1.5,-180,5.5,-110,5.5,100
1201,69,V,Pittsburgh,1,1,0,2,115,120,1.5,-210,6,-110,6,-120
1201,70,H,Edmonton,2,0,3,5,-135,-130,-1.5,185,6,-110,6,100
1202,1,V,St.Louis,0,1,1,2,120,120,1.5,-195,5.5,-110,5.5,-110
1202,2,H,TampaBay,1,0,3,4,-140,-140,-1.5,170,5.5,-110,5.5,-110
1202,3,V,Ottawa,1,0,2,3,256,237,1.5,100,6,-110,6,-110
1202,4,H,Carolina,0,0,2,2,-290,-300,-1.5,-120,6,-110,6,-110
1202,5,V,Chicago,1,1,1,4,170,170,1.5,-135,6.5,-105,6,-110
1202,6,H,Washington,0,2,1,3,-200,-200,-1.5,115,6.5,-115,6,-110
1202,7,V,Colorado,0,2,2,4,-158,-160,-1.5,135,6,-120,6.5,100
1202,8,H,Montreal,0,1,0,1,143,135,1.5,-155,6,100,6.5,-120
1202,9,V,Buffalo,3,1,0,4,235,225,1.5,100,6,-115,6,-110
1202,10,H,Florida,0,3,4,7,-290,-285,-1.5,-120,6,-105,6,-110
1202,11,V,SanJose,1,0,0,2,105,-105,1.5,-210,5.5,105,5.5,-105
1202,12,H,NYIslanders,1,0,0,1,-116,-115,-1.5,175,5.5,-115,5.5,-115
1202,13,V,NewJersey,0,2,0,2,165,150,1.5,-165,6,-110,6,100
1202,14,H,Minnesota,2,2,1,5,-195,-180,-1.5,145,6,-110,6,-120
1202,15,V,Boston,1,1,0,2,-120,-120,-1.5,185,5.5,-110,5.5,-110
1202,16,H,Nashville,0,0,0,0,100,100,1.5,-225,5.5,-110,5.5,-110
1202,17,V,Columbus,1,1,0,2,145,145,1.5,-165,5.5,100,5.5,105
1202,18,H,Dallas,1,2,0,3,-170,-170,-1.5,145,5.5,-120,5.5,-125
1202,19,V,Calgary,2,1,0,3,-135,-145,-1.5,170,5.5,-105,5.5,110
1202,20,H,LosAngeles,1,1,0,2,115,125,1.5,-200,5.5,-115,5.5,-130
1203,21,V,SanJose,0,0,0,0,150,184,1.5,-145,5.5,-120,5.5,-105
1203,22,H,NYRangers,1,0,0,1,-180,-204,-1.5,125,5.5,100,5.5,-115
1203,23,V,NewJersey,2,2,0,4,150,168,1.5,-140,5.5,-125,6,-105
1203,24,H,Winnipeg,3,3,2,8,-180,-188,-1.5,120,5.5,105,6,-115
1203,25,V,Vegas,2,4,1,7,-195,-230,-1.5,110,6,-115,6,-110
1203,26,H,Arizona,1,0,0,1,165,205,1.5,-130,6,-105,6,-110
1203,27,V,Edmonton,1,1,1,3,-130,-134,-1.5,175,6,-115,6,-125
1203,28,H,SeattleKraken,2,2,0,4,110,124,1.5,-200,6,-105,6,105
1203,29,V,Calgary,0,3,0,4,-130,-120,-1.5,190,5.5,-115,5.5,105
1203,30,H,Anaheim,0,2,1,3,110,110,1.5,-215,5.5,-105,5.5,-125
1204,31,V,St.Louis,1,1,1,3,125,170,1.5,-150,6,-110,6.5,100
1204,32,H,Florida,1,1,1,4,-145,-190,-1.5,130,6,-110,6.5,-120
1204,33,V,Toronto,0,3,0,3,-110,100,-1.5,200,6,-105,6,-110
1204,34,H,Minnesota,1,2,0,4,-110,-110,1.5,-230,6,-115,6,-110
1204,35,V,NYIslanders,1,1,1,3,-120,-105,-1.5,240,5.5,-105,5.5,125
1204,36,H,Detroit,2,1,0,4,100,-105,1.5,-280,5.5,-115,5.5,-145
1204,37,V,TampaBay,1,1,0,3,-105,-110,1.5,-280,5.5,-110,5.5,120
1204,38,H,Boston,0,1,1,2,-115,100,-1.5,240,5.5,-110,5.5,-140
1204,39,V,Montreal,0,2,1,3,145,190,1.5,-130,6,-110,5.5,-105
1204,40,H,Nashville,1,1,1,4,-170,-210,-1.5,110,6,-110,5.5,-115
1204,41,V,Columbus,0,0,1,1,170,205,1.5,-130,6,-115,6,-115
1204,42,H,Washington,1,1,1,3,-200,-230,-1.5,110,6,-105,6,-105
1204,43,V,Buffalo,1,1,0,2,240,260,1.5,105,6,-110,6,-115
1204,44,H,Carolina,2,3,1,6,-300,-300,-1.5,-125,6,-110,6,-105
1204,45,V,Colorado,2,1,2,5,-245,-210,-1.5,110,6,-105,6.5,100
1204,46,H,Ottawa,2,3,0,6,195,190,1.5,-130,6,-115,6.5,-120
1204,47,V,Chicago,1,0,1,2,160,150,1.5,-165,6,-120,6,-115
1204,48,H,NYRangers,0,2,1,3,-190,-165,-1.5,145,6,100,6,-105
1204,49,V,Pittsburgh,0,3,1,4,-145,-137,-1.5,175,5.5,-110,5.5,-120
1204,50,H,Vancouver,0,1,0,1,125,127,1.5,-200,5.5,-110,5.5,100
1205,51,V,SanJose,1,2,1,4,100,-110,-1.5,230,5.5,-110,5.5,-105
1205,52,H,Columbus,1,2,3,6,-120,100,1.5,-260,5.5,-110,5.5,-115
1205,53,V,TampaBay,2,3,2,7,-135,100,-1.5,235,5.5,-120,6,100
1205,54,H,Philadelphia,0,0,1,1,115,-110,1.5,-270,5.5,100,6,-120
1205,55,V,Toronto,1,2,0,3,-125,109,1.5,-250,5.5,-115,6,-115
1205,56,H,Winnipeg,1,4,1,6,105,-119,-1.5,220,5.5,-105,6,-105
1205,57,V,Chicago,1,0,1,3,135,135,1.5,-200,5.5,-105,5.5,110
1205,58,H,NYIslanders,0,1,1,2,-160,-150,-1.5,175,5.5,-115,5.5,-130
1205,59,V,LosAngeles,1,1,3,5,160,180,1.5,-140,6,-110,6,-110
1205,60,H,Edmonton,0,1,0,1,-190,-200,-1.5,120,6,-110,6,-110
1205,61,V,Calgary,0,0,2,2,105,123,1.5,-220,5.5,-115,5.5,-135
1205,62,H,Vegas,1,0,2,3,-125,-133,-1.5,195,5.5,-105,5.5,115
1206,63,V,Anaheim,0,3,0,3,155,180,1.5,-140,5.5,-125,5.5,-125
1206,64,H,Washington,1,2,0,4,-185,-200,-1.5,120,5.5,105,5.5,105
1206,65,V,Colorado,4,1,2,7,-160,-200,-1.5,125,6,-120,6.5,-105
1206,66,H,Philadelphia,3,0,2,5,135,180,1.5,-145,6,100,6.5,-115
1206,67,V,Arizona,0,1,0,1,245,280,1.5,105,5.5,110,5.5,-105
1206,68,H,Dallas,1,0,3,4,-305,-320,-1.5,-125,5.5,-130,5.5,-115
1206,69,V,LosAngeles,0,0,0,0,115,130,1.5,-200,5.5,-120,5.5,-120
1206,70,H,Vancouver,0,2,2,4,-135,-140,-1.5,175,5.5,100,5.5,100
1206,71,V,Pittsburgh,3,2,1,6,-120,-109,-1.5,210,5.5,-130,6,100
1206,72,H,SeattleKraken,0,1,0,1,100,-101,1.5,-240,5.5,110,6,-120
1206,73,V,Ottawa,0,2,0,3,145,165,1.5,-145,6,-105,6,-125
1206,74,H,NewJersey,1,1,0,2,-170,-185,-1.5,125,6,-115,6,105
1207,1,V,TampaBay,1,0,2,3,-180,-220,-1.5,115,5.5,-115,5.5,105
1207,2,H,Montreal,0,2,0,2,150,200,1.5,-135,5.5,-105,5.5,-125
1207,3,V,NYIslanders,0,3,2,5,-130,-137,-1.5,190,5.5,-110,5.5,110
1207,4,H,Ottawa,0,1,2,3,110,127,1.5,-215,5.5,-110,5.5,-130
1207,5,V,Columbus,0,1,3,4,230,220,1.5,-115,6,-105,6,105
1207,6,H,Toronto,3,2,0,5,-280,-250,-1.5,-105,6,-115,6,-125
1207,7,V,Nashville,2,0,3,5,-115,-105,-1.5,215,5.5,-105,5.5,-105
1207,8,H,Detroit,0,1,1,2,-105,-105,1.5,-245,5.5,-115,5.5,-115
1207,9,V,Anaheim,0,1,1,2,-125,-125,-1.5,190,6,-105,6,-115
1207,10,H,Buffalo,0,0,0,0,105,115,1.5,-215,6,-115,6,-105
1207,11,V,Florida,1,1,1,3,-115,-158,-1.5,155,6,-115,6.5,-110
1207,12,H,St.Louis,0,2,1,4,-105,143,1.5,-175,6,-105,6.5,-110
1207,13,V,Carolina,1,2,1,4,-110,-102,1.5,-245,5.5,-115,5.5,-120
1207,14,H,Winnipeg,0,2,0,2,-110,-108,-1.5,215,5.5,-105,5.5,100
1207,15,V,NYRangers,1,1,4,6,-135,-114,-1.5,200,5.5,-115,5.5,-115
1207,16,H,Chicago,2,0,0,2,115,104,1.5,-230,5.5,-105,5.5,-105
1207,17,V,Minnesota,2,0,2,4,-105,110,1.5,-215,6,-120,6.5,-130
1207,18,H,Edmonton,0,1,0,1,-115,-120,-1.5,190,6,100,6.5,110
1207,19,V,Calgary,2,1,0,3,-140,-130,-1.5,180,5.5,-110,5.5,115
1207,20,H,SanJose,1,3,1,5,120,120,1.5,-205,5.5,-110,5.5,-135
1208,21,V,Colorado,1,5,1,7,-140,-167,-1.5,145,6,-115,6.5,-110
1208,22,H,NYRangers,2,0,1,3,120,152,1.5,-165,6,-105,6.5,-110
1208,23,V,Philadelphia,0,0,0,0,115,135,1.5,-180,6,-110,6,-115
1208,24,H,NewJersey,0,2,1,3,-135,-150,-1.5,160,6,-110,6,-105
1208,25,V,Boston,0,0,1,1,-150,-136,-1.5,175,5.5,-115,5.5,-115
1208,26,H,Vancouver,0,1,0,2,130,126,1.5,-200,5.5,-105,5.5,-105
1208,27,V,Dallas,1,2,1,4,120,134,1.5,-200,5.5,-105,5.5,-120
1208,28,H,Vegas,0,2,3,5,-140,-148,-1.5,175,5.5,-115,5.5,100
1209,29,V,TampaBay,2,2,1,5,110,125,1.5,-200,6,-110,5.5,105
1209,30,H,Toronto,2,0,1,3,-130,-135,-1.5,175,6,-110,5.5,-125
1209,31,V,Chicago,0,1,1,2,-130,-130,-1.5,190,5.5,105,5.5,100
1209,32,H,Montreal,0,0,0,0,110,120,1.5,-215,5.5,-125,5.5,-120
1209,33,V,Anaheim,1,0,0,2,-110,-105,-1.5,215,6,100,5.5,-115
1209,34,H,Columbus,1,0,0,1,-110,-105,1.5,-245,6,-120,5.5,-105
1209,35,V,Nashville,2,0,2,4,100,103,1.5,-240,5.5,115,5.5,100
1209,36,H,NYIslanders,1,1,1,3,-120,-113,-1.5,210,5.5,-135,5.5,-120
1209,37,V,Detroit,0,1,1,2,150,137,1.5,-175,6,100,6,-105
1209,38,H,St.Louis,2,1,3,6,-180,-152,-1.5,155,6,-120,6,-115
1209,39,V,Boston,1,1,1,3,105,115,1.5,-205,6,-105,6,-120
1209,40,H,Edmonton,0,1,1,2,-125,-125,-1.5,180,6,-115,6,100
1209,41,V,Carolina,1,0,0,2,-105,119,1.5,-220,5.5,100,5.5,-115
1209,42,H,Calgary,0,1,0,1,-115,-129,-1.5,195,5.5,-120,5.5,-105
1209,43,V,Winnipeg,1,0,2,3,-110,-109,-1.5,205,6,-115,5.5,-115
1209,44,H,SeattleKraken,0,0,0,0,-110,-101,1.5,-235,6,-105,5.5,-105
1209,45,V,Minnesota,1,2,2,5,-145,-145,-1.5,165,6,100,6,-110
1209,46,H,SanJose,0,0,2,2,125,132,1.5,-185,6,-120,6,-110
1209,47,V,Dallas,0,0,0,0,-135,-120,-1.5,195,5,-125,5.5,110
1209,48,H,LosAngeles,0,1,3,4,115,110,1.5,-220,5,105,5.5,-130
1210,49,V,Pittsburgh,1,2,1,4,120,130,1.5,-190,6,-105,5.5,-125
1210,50,H,Washington,0,0,2,2,-140,-140,-1.5,170,6,-115,5.5,105
1210,51,V,NYRangers,1,1,0,2,-170,-180,-1.5,130,6,100,6,-110
1210,52,H,Buffalo,0,0,1,1,145,160,1.5,-150,6,-120,6,-110
1210,53,V,Nashville,0,2,1,3,-130,105,1.5,-260,6,-110,5.5,-120
1210,54,H,NewJersey,0,1,1,2,110,-115,-1.5,230,6,-110,5.5,100
1210,55,V,Detroit,1,2,0,3,250,310,1.5,140,6.5,100,6.5,100
1210,56,H,Colorado,3,3,1,7,-310,-360,-1.5,-160,6.5,-120,6.5,-120
1210,57,V,Florida,3,0,0,3,-245,-310,-1.5,-120,6,-120,6,-105
1210,58,H,Arizona,1,0,0,1,195,270,1.5,100,6,100,6,-115
1210,59,V,Philadelphia,1,1,2,4,165,220,1.5,-120,5.5,-115,6,-125
1210,60,H,Vegas,1,1,1,3,-195,-250,-1.5,100,5.5,-105,6,105
1210,61,V,Winnipeg,1,2,0,3,100,125,1.5,-200,5.5,-115,6,100
1210,62,H,Vancouver,2,1,0,4,-120,-135,-1.5,175,5.5,-105,6,-120
1211,63,V,TampaBay,0,0,0,0,-255,-170,-1.5,140,6,-120,6,-120
1211,64,H,Ottawa,1,2,1,4,205,155,1.5,-160,6,100,6,100
1211,65,V,Washington,1,0,1,3,-220,-210,-1.5,125,6,-105,6,-110
1211,66,H,Buffalo,1,1,0,2,180,190,1.5,-145,6,-115,6,-110
1211,67,V,Chicago,1,1,2,4,195,214,1.5,-110,6,-125,6.5,100
1211,68,H,Toronto,3,1,1,5,-245,-244,-1.5,-110,6,105,6.5,-120
1211,69,V,Montreal,0,0,1,1,170,210,1.5,-125,6,-115,6,-115
1211,70,H,St.Louis,1,2,1,4,-200,-240,-1.5,105,6,-105,6,-105
1211,71,V,Anaheim,0,0,0,0,145,134,1.5,-180,6,-105,5.5,-120
1211,72,H,Pittsburgh,1,0,0,1,-170,-148,-1.5,160,6,-115,5.5,100
1211,73,V,NewJersey,2,0,0,2,140,155,1.5,-165,5.5,110,5.5,115
1211,74,H,NYIslanders,1,2,1,4,-165,-170,-1.5,145,5.5,-130,5.5,-135
1211,75,V,Philadelphia,1,3,1,5,-165,-140,-1.5,170,6,-110,5.5,100
1211,76,H,Arizona,1,1,1,3,140,130,1.5,-190,6,-110,5.5,-120
1211,77,V,Columbus,0,4,0,5,130,132,1.5,-180,6,-105,6,105
1211,78,H,SeattleKraken,0,1,3,4,-150,-145,-1.5,160,6,-115,6,-125
1211,79,V,Boston,1,2,1,4,105,120,1.5,-220,5.5,-110,5.5,100
1211,80,H,Calgary,0,1,1,2,-125,-130,-1.5,195,5.5,-110,5.5,-120
1211,81,V,Carolina,1,1,1,3,100,105,1.5,-230,6,-110,6.5,100
1211,82,H,Edmonton,0,1,0,1,-120,-115,-1.5,200,6,-110,6.5,-120
1211,83,V,Minnesota,0,1,0,1,-160,-124,-1.5,185,5.5,-120,6,-105
1211,84,H,LosAngeles,0,1,1,2,135,114,1.5,-210,5.5,100,6,-115
1211,85,V,Dallas,0,0,1,1,-125,-105,-1.5,220,5.5,-105,5.5,-105
1211,86,H,SanJose,1,1,0,2,105,-105,1.5,-250,5.5,-115,5.5,-115
1212,1,V,Anaheim,1,0,1,3,135,115,1.5,-205,5.5,-120,5.5,-125
1212,2,H,St.Louis,0,1,1,2,-160,-125,-1.5,180,5.5,100,5.5,105
1212,3,V,Nashville,0,1,0,1,130,130,1.5,-200,5.5,-115,5.5,-120
1212,4,H,NYRangers,0,0,0,0,-150,-140,-1.5,175,5.5,-105,5.5,100
1212,5,V,Florida,0,0,2,2,125,132,1.5,-175,6.5,100,6.5,-110
1212,6,H,Colorado,0,1,2,3,-145,-145,-1.5,155,6.5,-120,6.5,-110
1212,7,V,Minnesota,2,1,1,4,110,140,1.5,-175,5.5,-115,6,-105
1212,8,H,Vegas,2,2,2,6,-130,-155,-1.5,155,5.5,-105,6,-115
1212,9,V,Carolina,0,0,1,1,-130,-106,-1.5,210,5.5,-105,5.5,-125
1212,10,H,Vancouver,1,1,0,2,110,-104,1.5,-240,5.5,-115,5.5,105
1214,13,V,Vegas,3,1,0,4,115,-112,1.5,-250,5.5,-25,5.5,-20
1214,14,H,Boston,0,0,1,1,-135,102,-1.5,220,5.5,105,5.5,100
1214,15,V,NewJersey,0,1,0,1,125,110,1.5,-215,5.5,-120,6,-105
1214,16,H,Philadelphia,2,3,1,6,-145,-120,-1.5,190,5.5,100,6,-115
1214,17,V,Montreal,0,2,0,2,230,250,1.5,100,5.5,-110,5.5,110
1214,18,H,Pittsburgh,1,2,2,5,-280,-290,-1.5,-120,5.5,-110,5.5,-130
1214,19,V,LosAngeles,1,1,0,2,175,160,1.5,-170,5.5,-110,5.5,105
1214,20,H,TampaBay,1,1,0,3,-210,-180,-1.5,150,5.5,-110,5.5,-125
1214,21,V,Ottawa,1,3,4,8,260,230,1.5,-110,6.5,-110,6.5,-105
1214,22,H,Florida,1,1,0,2,-320,-260,-1.5,-110,6.5,-110,6.5,-115
1214,23,V,NYIslanders,0,0,1,1,-125,-106,1.5,-270,5.5,-110,5.5,120
1214,24,H,Detroit,0,1,1,2,105,-104,-1.5,235,5.5,-110,5.5,-140
1214,25,V,Buffalo,1,2,1,4,215,220,1.5,-120,5.5,-110,5.5,-125
1214,26,H,Winnipeg,1,1,0,2,-265,-250,-1.5,100,5.5,-110,5.5,105
1214,31,V,St.Louis,0,1,3,4,105,135,1.5,-185,5.5,-105,5.5,-110
1214,32,H,Dallas,0,1,0,1,-125,-150,-1.5,165,5.5,-115,5.5,-110
1214,33,V,Toronto,1,2,2,5,-125,-120,-1.5,185,6,-125,6.5,-105
1214,34,H,Edmonton,0,0,1,1,105,110,1.5,-210,6,105,6.5,-115
1214,35,V,NYRangers,0,1,1,2,175,170,1.5,-150,6,-120,6,-120
1214,36,H,Colorado,2,1,1,4,-210,-190,-1.5,130,6,100,6,100
1214,37,V,Columbus,3,0,0,3,120,127,1.5,-190,5.5,-110,5.5,-115
1214,38,H,Vancouver,0,1,3,4,-140,-137,-1.5,170,5.5,-110,5.5,-105
1214,39,V,SeattleKraken,0,0,3,3,110,115,1.5,-210,5.5,-125,5.5,-105
1214,40,H,SanJose,0,0,1,1,-130,-125,-1.5,185,5.5,105,5.5,-115
1215,41,V,Washington,0,2,2,4,-150,-145,-1.5,175,5.5,-125,5.5,-120
1215,42,H,Chicago,0,3,1,5,130,132,1.5,-200,5.5,105,5.5,100
1215,43,V,NYRangers,0,1,2,3,-210,-180,-1.5,145,5.5,-125,5.5,-105
1215,44,H,Arizona,1,0,1,2,175,160,1.5,-165,5.5,105,5.5,-115
1215,45,V,SeattleKraken,0,1,0,1,130,140,1.5,-175,5.5,-125,5.5,-115
1215,46,H,Anaheim,2,1,1,4,-150,-155,-1.5,155,5.5,105,5.5,-105
1216,47,V,Detroit,2,1,0,3,195,155,1.5,-155,6,105,5.5,100
1216,48,H,Carolina,3,0,2,5,-245,-170,-1.5,135,6,-125,5.5,-120
1216,49,V,Ottawa,1,0,0,1,235,220,1.5,-110,6,100,5.5,-120
1216,50,H,TampaBay,0,2,0,2,-290,-250,-1.5,-110,6,-120,5.5,100
1216,51,V,Philadelphia,0,2,0,2,-130,-155,-1.5,155,5.5,-110,5.5,-135
1216,52,H,Montreal,1,0,1,3,110,140,1.5,-175,5.5,-110,5.5,115
1216,53,V,LosAngeles,1,2,1,4,170,143,1.5,-170,6,-115,5.5,-120
1216,54,H,Florida,1,0,0,1,-200,-158,-1.5,150,6,-105,5.5,100
1216,55,V,Vegas,1,1,3,5,-170,-186,-1.5,135,5.5,-125,6,-120
1216,56,H,NewJersey,1,0,2,3,145,166,1.5,-155,5.5,105,6,100
1216,57,V,Boston,0,0,1,1,-130,114,1.5,-250,5.5,100,5.5,110
1216,58,H,NYIslanders,1,1,1,3,110,-124,-1.5,220,5.5,-120,5.5,-130
1216,59,V,Buffalo,0,1,1,3,250,270,1.5,110,5.5,-115,6,-120
1216,60,H,Minnesota,1,1,0,2,-310,-310,-1.5,-130,5.5,-105,6,100
1216,61,V,Colorado,0,1,1,2,-140,-154,-1.5,165,6,-105,6,-105
1216,62,H,Nashville,1,2,2,5,120,139,1.5,-185,6,-115,6,-115
1216,63,V,Columbus,0,0,2,2,170,172,1.5,-135,5.5,-120,6.5,-110
1216,64,H,Edmonton,3,1,1,5,-200,-192,-1.5,115,5.5,100,6.5,-110
1216,67,V,Vancouver,2,1,2,5,105,102,1.5,-230,5.5,-125,5.5,-110
1216,68,H,SanJose,1,0,1,2,-125,-112,-1.5,200,5.5,105,5.5,-110
1217,69,V,Vegas,1,0,1,3,-130,-131,-1.5,185,6,100,6,-125
1217,70,H,NYRangers,0,2,0,2,110,121,1.5,-210,6,-120,6,105
1217,71,V,Buffalo,0,1,1,2,240,280,1.5,115,5.5,-120,5.5,-120
1217,72,H,Pittsburgh,1,1,0,3,-300,-320,-1.5,-135,5.5,100,5.5,100
1217,73,V,Dallas,0,0,1,1,110,-117,-1.5,235,5.5,-110,5.5,-120
1217,74,H,St.Louis,0,2,2,4,-130,107,1.5,-270,5.5,-110,5.5,100
1217,75,V,Washington,0,2,3,5,-110,120,1.5,-210,6,100,5.5,-125
1217,76,H,Winnipeg,0,1,1,2,-110,-130,-1.5,185,6,-120,5.5,105
1217,77,V,Nashville,1,0,1,3,100,125,1.5,-215,5.5,105,5.5,110
1217,78,H,Chicago,1,0,1,2,-120,-135,-1.5,190,5.5,-125,5.5,-130
1217,79,V,Arizona,2,1,2,6,205,270,1.5,100,5.5,-105,5.5,110
1217,80,H,Anaheim,3,0,2,5,-255,-310,-1.5,-120,5.5,-115,5.5,-130
1218,3,V,Ottawa,0,2,1,3,135,113,1.5,-200,6,-120,6.5,100
1218,4,H,Philadelphia,2,0,1,4,-160,-123,-1.5,175,6,100,6.5,-120
1218,7,V,LosAngeles,0,1,0,1,130,158,1.5,-170,5.5,-110,5.5,100
